saksal,"[[{'syllable': 'sak', 'quantity': 2, 'accent': 1}, {'syllable': 'sal', 'quantity': 2, 'accent': 0}]]"
sel,"[[{'syllable': 'sel', 'quantity': 3, 'accent': 1}]]"
gäs,"[[{'syllable': 'gäs', 'quantity': 3, 'accent': 1}]]"
siidikuube,"[[{'syllable': 'sii', 'quantity': 2, 'accent': 1}, {'syllable': 'di', 'quantity': 1, 'accent': 0}, {'syllable': 'kuu', 'quantity': 2, 'accent': 1}, {'syllable': 'be', 'quantity': 1, 'accent': 0}]]"
vaesellapsel,"[[{'syllable': 'vae', 'quantity': 2, 'accent': 1}, {'syllable': 'sel', 'quantity': 2, 'accent': 0}, {'syllable': 'lap', 'quantity': 2, 'accent': 1}, {'syllable': 'sel', 'quantity': 2, 'accent': 0}]]"
vanad,"[[{'syllable': 'va', 'quantity': 1, 'accent': 1}, {'syllable': 'nad', 'quantity': 2, 'accent': 0}]]"
riided,"[[{'syllable': 'rii', 'quantity': 2, 'accent': 1}, {'syllable': 'ded', 'quantity': 2, 'accent': 0}]]"
orjukesel,"[[{'syllable': 'or', 'quantity': 2, 'accent': 1}, {'syllable': 'ju', 'quantity': 2, 'accent': 0}, {'syllable': 'ke', 'quantity': 1, 'accent': 0}, {'syllable': 'sel', 'quantity': 2, 'accent': 0}]]"
omad,"[[{'syllable': 'o', 'quantity': 1, 'accent': 1}, {'syllable': 'mad', 'quantity': 2, 'accent': 0}]]"
pajupuust,"[[{'syllable': 'pa', 'quantity': 1, 'accent': 1}, {'syllable': 'ju', 'quantity': 1, 'accent': 0}, {'syllable': 'puust', 'quantity': 3, 'accent': 1}]]"
oo,"[[{'syllable': 'oo', 'quantity': 3, 'accent': 1}]]"
pastlad,"[[{'syllable': 'past', 'quantity': 2, 'accent': 1}, {'syllable': 'lad', 'quantity': 2, 'accent': 0}]]"
jalgas,"[[{'syllable': 'jal', 'quantity': 2, 'accent': 1}, {'syllable': 'gas', 'quantity': 2, 'accent': 0}]]"
kuusekoorest,"[[{'syllable': 'kuu', 'quantity': 2, 'accent': 1}, {'syllable': 'se', 'quantity': 1, 'accent': 0}, {'syllable': 'koo', 'quantity': 2, 'accent': 1}, {'syllable': 'rest', 'quantity': 2, 'accent': 0}]]"
kuued,"[[{'syllable': 'kuu', 'quantity': 2, 'accent': 1}, {'syllable': 'ed', 'quantity': 2, 'accent': 0}]]"
selgas,"[[{'syllable': 'sel', 'quantity': 2, 'accent': 1}, {'syllable': 'gas', 'quantity': 2, 'accent': 0}]]"
